GROUP,VOLT_FLAG,SURVEY_ID,SCORE,LTR_COMMENT,PRIMARY_REASON,MONTH,CONNECTION_TIME,SALES_PERSON_SAT,SALES_FRIENDLY_SAT,COMMINICATION_SAT,FIRST_BILL_SAT,AGENT_KNOWLEDGE,VOLT_FLAG_BINARY,TREATMENT_BINARY
pilot,,352224515,10,I was satisfied with the service rendered by company media staff and the technician that came to install my black box very nice.,"General,Pricing,UK Legacy,Installation,TV,TV/Video,Technician",2023-03-01,9,10,9,8,9,9,0,1
pilot,,352968501,9,I liked the professionalism,,2023-03-01,10,9,10,10,10,10,0,1
pilot,,352326736,10,,TV,2023-03-01,10,10,10,10,10,10,0,1
pilot,,353070189,8,,,2023-03-01,8,8,8,8,8,8,0,1
pilot,,352295433,9,,,2023-03-01,8,8,8,8,9,8,0,1
pilot,,353114013,7,"Far to many e-mails and messages, plus its only been two days since ordering the phone line which is not yet installed.",Phone Service,2023-03-01,9,5,5,9,10,5,0,1
pilot,,353087712,9,Very satisfied upto now won't give a 10 until I know that it is up and running ok,,2023-03-01,10,9,10,10,10,10,0,1
pilot,,353140537,10,Super,,2023-03-01,10,10,10,10,10,10,0,1
pilot,,352885817,10,"Quick, efficient service with easy set up.","Delivery and Installation,General",2023-03-01,10,10,10,10,10,10,0,1
pilot,,353184767,4,"Well, I give a 4 because the set up went fairly smooth but the next day I call in the c.s to update my bank details and found out that there is an ongoing broadband issue in my area.","Automated Phone System,Customer Service,Internet,Internet Service,Reliability GeneralUK Legacy",2023-03-01,9,5,9,7,10,9,0,1
pilot,,353182164,0,I am not able to change the plan as I am getting any help from customer service,"Customer Service,General,UK Legacy",2023-03-01,0,0,0,0,0,0,0,1
pilot,,352524493,8,,,2023-03-01,9,9,10,9,9,8,0,1
pilot,,353220168,10,Was so helpful and kind. He got everything sorted so quickly and told me about the other offers i could get. Just such a lovely guy! Give him a raise!!,Customer Service,2023-03-01,10,10,10,10,10,10,0,1
pilot,,352937209,10,Good affordable service Staff helpful,"Customer Service,TV,Technician,UK Legacy,General,Pricing",2023-03-01,9,10,10,9,10,9,0,1
pilot,,353596005,8,,,2023-03-01,9,9,8,9,9,9,0,1
pilot,,353559196,10,Reasonable price,"Brand,Deepdive,General,Pricing,UK Legacy",2023-03-01,10,,10,10,10,10,0,1
pilot,,353110821,0,"Basically a waste of time. They can¬""t install anything. They weren¬""t interested in trying to help set it up. Second chap gave me some information telling me I would have to run cables outside my house and all over the inside as well. Not impressed. I was also told someone would be in touch about there efforts that has not happened. I have now cancelled my set up fo direct debit","Billing,Technician",2023-03-01,0,0,0,0,0,0,0,1
pilot,,353315214,10,,,2023-03-01,10,10,10,10,10,10,0,1
pilot,,353627681,10,"Very polite & extremely helpful , great service","Customer Service,General",2023-03-01,10,10,10,10,10,10,0,1
pilot,,353726914,10,,,2023-03-01,10,10,10,10,10,10,0,1
pilot,,353088744,10,They are a belligerent team. They don't rest until they get you connected. They really take their time to explain all the processes to you and make sense of all the technical jargon associated with their services.,"Customer Service,General,UK Legacy",2023-03-01,10,10,10,10,10,10,0,1
pilot,,353106350,7,Expensive but the best value around for the address,"General,Pricing,UK Legacy",2023-03-01,9,8,9,9,9,8,0,1
pilot,,353825461,10,,,2023-03-01,10,,,,,10,0,1
pilot,,353946187,4,I found it very difficult to understand your agents over the phone and rather than agreeing to my eyes they tried to sell me something different,Customer Service,2023-03-01,3,,5,5,7,3,0,1
pilot,,354099592,10,Cheap easy to contact efficient and good communication from rep .,"Alert,General,Internet Service,UK Legacy,Automated Phone System,Customer Service,Pricing",2023-03-01,9,10,10,10,10,10,0,1
pilot,,353591company6,10,,,2023-03-01,10,10,10,10,10,10,0,1
pilot,,353331322,10,The staff is so knowledgeable with their products and know how to sell them,,2023-03-01,10,10,10,10,10,10,0,1
pilot,,354158738,9,The phone conversation I had with your representative was well explicit. He had already sorted my order out on phone. Great job.,"General,Pricing,UK Legacy",2023-03-01,8,,9,9,8,8,0,1
pilot,,354144637,10,,,2023-03-01,10,10,10,10,10,10,0,1
pilot,,354249281,9,i spoke to adam who was very helpful,,2023-03-01,9,9,9,9,9,9,0,1
pilot,,353634601,9,Helpful on the phone queries,,2023-03-01,9,,,9,9,8,0,1
pilot,,354256077,0,,,2023-03-01,5,0,0,5,5,0,0,1
pilot,,354231120,10,Very friendly and helpful,"Customer Service,General,UK Legacy",2023-03-01,,5,8,,,,0,1
pilot,,353578979,10,,,2023-03-01,10,7,7,8,10,7,0,1
pilot,,354226617,10,I was dealt with in a professional manner and everything was fully explained.,,2023-03-01,10,10,10,10,10,8,0,1
pilot,,354217465,10,The customer service is on point and the offer I was given is excellent.,"Customer Service,General,UK Legacy",2023-03-01,10,10,10,10,10,10,0,1
pilot,,353869073,8,"Installation is super fast and easy, delivery is also very fast. Internet speed is about just excellent despite the fact that it is between 500 and 800 instead of the 1company4 expected. The only concern is that the call to request the interned is long, it takes up to 1 hour.","Delivery and Installation,Internet,Internet Service,UK Legacy",2023-03-01,10,8,8,10,10,10,0,1
pilot,,354316538,10,"The girl I spoke to was brilliant, very helpful, understanding and got the job done.",,2023-03-01,10,10,10,10,10,10,0,1
pilot,,353822093,8,,,2023-03-01,8,6,6,8,9,8,0,1
pilot,,354371678,9,Quick n easy n understanding staff,,2023-03-01,9,6,7,9,9,6,0,1
pilot,,353707143,9,"Good customer service very polite &helpful lad didn¬""t over sell anything. The price was good.","Customer Service,General,Pricing,Technician,UK Legacy",2023-03-01,8,8,8,8,8,8,0,1
pilot,,354384061,10,Olivia very help and friendly,"Customer Service,General,UK Legacy",2023-03-01,10,10,10,10,10,10,0,1
pilot,,353897859,10,,"Customer Service,Technician",2023-03-01,10,10,5,8,10,10,0,1
pilot,,354472764,10,Very efficient and helpful,,2023-03-01,10,10,10,10,10,10,0,1
pilot,,353881881,8,"Hi yes when I phoned up the lady I spoke to said she would phone me back but she didn¬""t so after much thought I decided to Canceled the package I Hope this answers your question.?",Contract,2023-03-01,,,,,,,0,1
pilot,,354147585,10,Very friendly engineer who answered our questions kindly and installed our system without hassle and on time.,"Customer Service,Installation,Technician",2023-03-01,10,10,10,10,10,8,0,1
pilot,,354152137,9,,,2023-03-01,9,9,9,9,9,9,0,1
pilot,,354218463,10,Really friendly,,2023-03-01,10,10,10,10,10,10,0,1
pilot,,354257944,9,Very helpful,,2023-03-01,10,10,10,10,10,10,0,1
pilot,,355154109,8,,,2023-04-01,8,8,8,8,8,6,0,1
pilot,,355146541,10,"I was offered the best option that suits me, friendly conversation, and helpful.","Customer Service,General,Pricing,UK Legacy",2023-04-01,10,,10,10,10,10,0,1
pilot,,355481414,10,,,2023-04-01,10,10,10,10,10,10,0,1
pilot,,354333979,1,I am very unhappy to now read that there will be a £54 Installation Fee..... What is this? The apartment was already assigned to company by the previous Tennant. And no engineer came to install anything. I took delivery of the box and installed it myself.,"Delivery and Installation,Installation,TV,TV/Video,Technician",2023-04-01,9,,0,,9,,0,1
pilot,,355122962,0,Awful service and support. Work only sales. After - no any help. Site doesnt work. I am really disappointed,General,2023-04-01,5,0,0,5,5,0,0,1
pilot,,355561713,10,Great customer service,"Customer Service,General,UK Legacy",2023-04-01,10,10,10,10,10,10,0,1
pilot,,354231325,10,He was very friendly and explained things well,,2023-04-01,10,10,10,10,10,10,0,1
pilot,,355527679,10,Good service,General,2023-04-01,10,10,10,10,10,10,0,1
pilot,,355064086,0,"Customer service keep hanging up the call can¬""t solve any of the problems overall sh*t service","Customer Service,General",2023-04-01,0,0,0,0,0,0,0,1
pilot,,354391642,9,Excellent service,General,2023-04-01,9,9,8,9,9,9,0,1
pilot,,355069603,0,Extremely disappointed with your customer service team. I am still awaiting a response from your fraud prevention team and I have waste hours of my time already on a service I have yet to receive.,"Customer Service,General,UK Legacy",2023-04-01,0,0,0,0,0,0,0,1
pilot,,355110169,9,Very helpful and friendly advisor. Good package deal.,"Customer Service,General,General Services,UK Legacy",2023-04-01,9,9,9,9,9,9,0,1
pilot,,355084259,0,Communications terrible,,2023-04-01,0,5,5,5,5,0,0,1
pilot,,355946892,10,Very efficient and friendly,,2023-04-01,10,,9,10,10,10,0,1
pilot,,356074368,9,"Very patient call handler, explained everything in detail with good professionalism and polite voice tone throughout. Did not upsell and pressurised in get other services.","Customer Service,General,UK Legacy",2023-04-01,10,9,5,10,10,8,0,1
pilot,,356191936,9,"Percy was helpful, polite and patient","Customer Service,General,UK Legacy",2023-04-01,9,9,9,8,9,7,0,1
pilot,,356131801,3,Despite having entered all my data online I then had to go through everything on the phone It was extremely difficult to understand the advisor,"Customer Service,UK Legacy",2023-04-01,2,8,10,6,7,5,0,1
pilot,,356109736,9,"Easy set up process , very helpful staff on the phone.","Deepdive,Internet,Internet Service,UK Legacy,Customer Service,General,Installation",2023-04-01,10,10,10,10,10,9,0,1
pilot,,355773846,9,,,2023-04-01,9,9,9,9,9,9,0,1
pilot,,355131644,10,Great service. Friendly staff.,"Customer Service,General",2023-04-01,10,6,10,10,10,5,0,1
pilot,,356284910,10,Very quick service,,2023-04-01,10,10,10,9,10,6,0,1
pilot,,356249504,10,Very good price and service,"General,Pricing,UK Legacy",2023-04-01,10,10,10,10,10,10,0,1
pilot,,355803712,10,you are very efficient=====will you be moving sat dish when you install,,2023-04-01,10,0,10,10,10,10,0,1
pilot,,356359266,10,Straight forward,,2023-04-01,10,10,10,10,10,10,0,1
pilot,,356355268,5,,,2023-04-01,7,7,5,7,7,5,0,1
pilot,,356466593,9,A great price,"General,Pricing,UK Legacy",2023-04-01,10,10,10,10,10,10,0,1
pilot,,356686772,10,How easy it was to set up.,"Equipment,Delivery and Installation",2023-04-01,10,10,10,10,10,10,0,1
pilot,,356671054,10,"The person whom set my account up was helpful, and fully explained everything.",,2023-04-01,10,10,10,10,10,10,0,1
pilot,,356451804,10,The person I spoke was so help and understanding you have a fantastic team working for you I had the best experience and it wasn't stressful at all with other pervasive they make your experience stressful but you never best customer care ever,"Internet,Customer Service,General,UK Legacy",2023-04-01,10,10,10,10,10,10,0,1
pilot,,356828844,10,"Efficient service, great price, fast setup/delivery, great all round","Delivery and Installation,General,Pricing,UK Legacy",2023-04-01,10,10,10,10,10,10,0,1
pilot,,356118986,10,,,2023-04-01,10,10,10,10,10,10,0,1
pilot,,356734041,10,Excellent service from advising me about package deals to being connected,"General,General Services",2023-04-01,10,10,10,10,10,10,0,1
pilot,,356234554,0,"Lied to me, telling me company was already in my home and they could set me up in five days to find out there¬""s no cables anywhere near my home and they¬""ve have to dig up an entire shared drive for me to have company. Very disappointed. I will be cancelling.",,2023-04-01,,,,,,,0,1
pilot,,356720928,10,"When I finally was able to speak to someone. They were very helpful. Going forward I would suggest it would be helpful to have a phone number, more easily accessible. I came very close to giving up with the online signing.","Automated Phone System,Customer Service,General,UK Legacy",2023-04-01,10,5,10,10,10,5,0,1
pilot,,356384927,10,Engineer was extremely competent and had a vast knowledge of services available from company I was unaware of. Have requested a streaming hub for sports add ons. Rating excellent as he read the job notes and attended last call as requested,"Customer Service,Technician,Equipment,TV,TV/Video,UK Legacy",2023-04-01,1,5,0,0,5,2,0,1
pilot,,356990696,10,Sade was extremely friendly and helpful,"Customer Service,General,UK Legacy",2023-04-01,10,10,10,10,10,10,0,1
pilot,,357395880,10,"Great customer service, best wifi on the market, and I also like that I have heard that company engineers, use their own white box, wires, and install to completion.","Customer Service,General,UK Legacy,Alert,Internet Service,TV,TV/Video,Technician",2023-04-01,10,2,8,10,10,10,0,1
pilot,,356355837,9,Competence and friendly manners during the call. Even though I was in a crowded surrownding. We set up a contract and everything was fine.,Delivery and Installation,2023-04-01,9,9,9,9,9,9,0,1
pilot,,356740598,4,The cords to be connected to the wall unit is not of the same size,,2023-04-01,6,1,3,6,6,6,0,1
pilot,,356746234,10,,,2023-04-01,10,10,10,10,10,10,0,1
pilot,,356801531,5,Not happy with way contract was sold to me,,2023-04-01,1,8,5,1,5,3,0,1
pilot,,357550741,9,Colleague was very friendly and knowledgable,,2023-04-01,10,9,9,10,10,10,0,1
pilot,,356868776,10,,,2023-04-01,10,10,10,10,10,10,0,1
pilot,,356896813,10,Technician was nice,"Customer Service,Technician",2023-04-01,8,5,3,8,8,8,0,1
pilot,,357611249,10,Great price - very competitive,"Brand,General,Pricing",2023-04-01,10,,10,10,10,10,0,1
pilot,,357565546,10,"Helpful, thorough and patient throughout.",,2023-04-01,10,10,5,10,10,10,0,1
pilot,,357638856,10,Amazing customer service by sade,"General,Customer Service,UK Legacy",2023-04-01,10,10,10,10,10,10,0,1
pilot,,357056541,9,Perfect,,2023-04-01,3,10,0,0,5,8,0,1
pilot,,357637018,10,"The guy I spoke to had amazing customer service skills and he was very polite, friendly and professional he assisted me all the way through until I found the correct broadband.","Deepdive,Customer Service",2023-04-01,10,10,10,10,10,10,0,1
pilot,,357429703,0,I have contacted regarding my login problem but it is not sorted yet.,,2023-05-01,0,0,0,0,0,0,0,1
pilot,,358166625,10,"Great deal, ur salesman on the phone was very good and accommodating , explained everything I needed to know.","Customer Service,General,UK Legacy,Sales",2023-05-01,10,10,10,10,10,10,0,1
pilot,,358099073,5,I was cut off 3 times before I finally got through. Once I did the service was great but it was very frustrating being cut off so many times.,Automated Phone System,2023-05-01,9,0,7,9,9,9,0,1
pilot,,358173742,8,Very pleasant call centre agent. Very fast installation of the external box.,"Customer Service,TV,TV/Video,UK Legacy",2023-05-01,10,6,9,8,10,8,0,1
pilot,,358197012,9,The person on the phone was polite and gave me all the information I needed to make the right choice of which broadband was the best one for me,Customer Service,2023-05-01,10,9,10,9,10,9,0,1
pilot,,358178543,10,Excellent Support .. made it so easy,,2023-05-01,10,8,10,10,10,10,0,1
pilot,,358375118,10,Easy to change over & friendly & professional call taker !,Customer Service,2023-05-01,10,10,10,10,10,10,0,1
pilot,,358355234,4,"I was told that you could supply service to the property I am moving into, but I was not told that in order to connect me, you would have to lay a trench, digging up the front of the property. As I am renting the property I cannot give permission for this work without precise details of what will be involved and the impact on the landlord's property and garden. This should have been made clear to me at the time of discussing the service that company Media could provide. All that was discussed was the connection visit when an engineer would conect the router.","Alert,Equipment,General,General Services,Internet,Internet Service,Reliability GeneralUK Legacy,UK Legacy",2023-05-01,7,6,5,5,10,8,0,1
pilot,,358092719,10,,,2023-05-01,10,10,10,10,10,10,0,1
pilot,,358192354,10,Very prompt response,Customer Service,2023-05-01,10,1,10,10,10,10,0,1
pilot,,357977144,10,,,2023-05-01,10,,,10,10,10,0,1
pilot,,358079298,10,"Great service, Quick set up!",General,2023-05-01,10,10,10,10,10,10,0,1
pilot,,358667216,10,,,2023-05-01,10,,9,10,10,9,0,1
pilot,,358642905,10,,,2023-05-01,10,10,10,10,10,10,0,1
pilot,,358786257,10,,,2023-05-01,10,10,10,10,10,10,0,1
pilot,,358097961,9,,,2023-05-01,9,9,9,9,9,8,0,1
pilot,,358653626,10,Very helpful,,2023-05-01,,9,10,5,5,10,0,1
pilot,,358636538,10,Excellent service,"Customer Service,Technician,General",2023-05-01,10,10,10,10,10,10,0,1
pilot,,358196434,8,,,2023-05-01,9,6,7,9,9,8,0,1
pilot,,358848700,7,,"Customer Service,General,UK Legacy",2023-05-01,10,8,6,9,9,7,0,1
pilot,,358182103,10,Very helpful,,2023-05-01,10,10,10,10,10,10,0,1
pilot,,358888279,10,Great customer service.,"Customer Service,General,UK Legacy",2023-05-01,10,10,10,10,10,10,0,1
pilot,,358878332,8,Great benefits but pricey,"General,Pricing,UK Legacy",2023-05-01,9,9,10,9,10,9,0,1
pilot,,358268688,0,"Your customer service is awful and you really need to ditch the overseas call centers. Kindness and understanding in the voice go a long way. You can feel the contempt in operator voices (sniggering and laughing when you say you cannot understnd what they are saying - feels intentional) and cannot quite get all of the words due to very strong accents. Your only saving grace is the physical connection and stability of that. Thankfully, because connection quality is good I rarely (if ever - Thank Goodness) have to contact your call centers. Would not touch with a barge pole otherwise. Take a look at Now Broadband whos operators are absolutely marvellous. Lessons learned or brushed under the carpet? Haha","Customer Service,General,Reliability GeneralUK Legacy",2023-05-01,1,9,0,1,2,1,0,1
pilot,,358883009,1,"Was good my WiFi would be delivered between 7AM -7PM. Stayed in the house all day, working from home with no wifi. Delivery never showed up - day wasted. Customer service received was polite but totally ineffective and unhelpful","Alert,Customer Service,General,Internet,Internet Service,UK Legacy",2023-05-01,5,0,1,5,5,5,0,1
pilot,,358405588,10,Everything sorted easily,"Brand,General,Pricing",2023-05-01,10,10,10,10,10,10,0,1
pilot,,358869291,7,We have no experience yet. Installation on June 3rd,,2023-05-01,8,5,9,5,9,5,0,1
pilot,,358600078,10,,,2023-05-01,10,10,10,10,10,10,0,1
pilot,,358684695,10,,,2023-05-01,10,10,10,10,10,10,0,1
pilot,,358679375,8,Good service at a reasonable price,"General,Pricing,UK Legacy",2023-05-01,9,7,7,9,9,8,0,1
pilot,,359219655,8,,,2023-05-01,8,8,8,10,10,8,0,1
pilot,,359519424,10,,,2023-05-01,9,9,8,9,9,7,0,1
pilot,,359391654,7,"because we were introduced back to company,having been with you before by a friend but couldn't find out about the offer £50 off etc until very end conversation",,2023-05-01,6,6,6,,6,5,0,1
pilot,,359561245,8,,,2023-05-01,8,8,8,8,8,8,0,1
pilot,,359210169,10,Dealt with quickly and the guys who came to set up the tv/hub were very good.,"Equipment,Internet Service,UK Legacy",2023-05-01,10,10,10,10,10,10,0,1
pilot,,359840063,1,Communication skills are very very poor very hard to ear as well do not explain things properly in proper English company Media also put you on things that you have not asked for even now you saying now to things they're putting you on things,"Automated Phone System,Customer Service",2023-05-01,0,0,0,3,2,0,0,1
pilot,,359217207,9,Happy with service,,2023-05-01,10,10,9,9,10,9,0,1
pilot,,359189261,10,"I moved into a property last June and was unable to enjoy the services that company Media provided me at my previous address for over 30 years, due to the previous owner declining the installation as she already had Sky installed. I can only assume that she was not sure how the cable would be run as the property is not directly on the kerb line and had its own drive with the house being set back. I did ask if the service was available before I move and was advised it was not at that time, but was advised that company Media were always expanding their services and I should enquire again in the new year. I enquired again in early May and the Sales operative was extremely helpful and was able to call me back and advise me that she would book a site visit to carry out a survey and was hopeful that I would get the service that I had been missing for the past 10 months. The engineers called and we discussed the route and since then things have been moving along swiftly. Termination box at the end of the property access installed last week, civils works and the running of cable yesterday, and full install into property due next Monday. What's Not to like about that. At all times I have been met with a Positive Can Do attitude and a degree of curtesy that I have found to be lacking from other companies over recent years. WELL DONE company MEDIA.","Brand,Customer Service,General,General Services,Processes/Journeys,Sales,TV,Technician,UK Legacy",2023-05-01,10,10,10,10,10,10,0,1
pilot,,359291240,0,company media is the worst company I have ever used you cut the phone off with out any notice so we only went bk with your terrible company to keep our phone number witch you promised we would and you even made a mess av that so now you've given us a new number absolutely disgusting,Customer Service,2023-05-01,0,0,0,,0,,0,1
pilot,,359440137,10,Because it's too fast,,2023-05-01,10,,10,10,10,10,0,1
pilot,,359398013,10,The engineer Steve was on time friendly and helpful ðx_x0018_,"Customer Service,General,Technician,UK Legacy",2023-05-01,7,7,7,7,8,10,0,1
pilot,,359556907,7,Customer care sounded very nicely but the rule of reading too many things and expecting me to make decision based on that is really odd. Let me use the service before I think of recommendation Please,,2023-05-01,,,,,,,0,1
pilot,,359460936,10,Very polite and well knew his job inside and out,Customer Service,2023-05-01,10,10,10,10,10,10,0,1
pilot,,359462686,10,Quick and efficient and good coverage,"Mobile,Mobile Service",2023-05-01,9,10,10,10,10,10,0,1
pilot,,359400655,10,Sales staff was extremely helpful and easy to talk to,Sales,2023-05-01,10,5,10,10,10,10,0,1
pilot,,360158522,10,Very helpful staff,"Customer Service,General,Pricing,UK Legacy",2023-05-01,10,8,10,10,10,8,0,1
pilot,,360361675,10,Percy explained things clearly and understood from the start what I wanted. there was no hard sell. there was listening and understanding. top marks Percy and thank you,,2023-05-01,10,5,5,10,10,8,0,1
pilot,,359978278,10,The team who came out were friendly and explained all they needed to do. Also clear about the fact one of them was a trainee but still provided an excellent customer service,"Customer Service,General,UK Legacy",2023-06-01,,10,10,10,10,10,0,1
pilot,,360696182,10,My daughter went through everything with your operator as I am 8o years old and don't understand a lot of the language used technically. All I want is to be able to do what I know and enjoy it. My daughter is with you and praised your service highly.,,2023-06-01,10,8,10,10,10,10,0,1
pilot,,360134204,7,I am new to company media so I can't say yet but I liked the service when setting up my account.,,2023-06-01,7,,,8,7,7,0,1
pilot,,359879046,8,They are efficient,"Customer Service,General,Processes/Journeys,Technician,UK Legacy",2023-06-01,9,,10,9,10,9,0,1
pilot,,361219755,10,The gentleman who dealt us was so helpful and friendly.. he deserves a lot of credit. Very nice man..,"Customer Service,General,Technician,UK Legacy",2023-06-01,10,10,10,10,10,10,0,1
pilot,,361221707,10,Really easy to get what deal I wanted and really friendly staff who were so patient with me whilst I waited for my mortgage to go through. Great value for money and easy to book a date for installation that suited me.,"Customer Service,General,Pricing,Processes/Journeys,Technician,UK Legacy",2023-06-01,10,10,10,10,10,10,0,1
