GROUP,VOLT_FLAG,SURVEY_ID,SCORE,LTR_COMMENT,PRIMARY_REASON,MONTH,CONNECTION_TIME,SALES_PERSON_SAT,SALES_FRIENDLY_SAT,COMMINICATION_SAT,FIRST_BILL_SAT,AGENT_KNOWLEDGE,VOLT_FLAG_BINARY,TREATMENT_BINARY,LTR_COMMENT_CLEAN,SENTIMENT_SCORE,SENTIMENT_MAGNITUDE,topics_assigned,substantive_topics,num_topics_assigned
control,,355797193,9,Easy setup call handler was very helpful,"Customer Service,Delivery and Installation,General,UK Legacy",2023-04-01,10,9,10,10,10,9,0,0,Easy setup call handler was very helpful,0.8999999761581421,0.8999999761581421,['13_needed_friendly_contract_competence'],['Professional Service Standards'],1
control,,355835437,10,Very friendly and knew what she was doing,Pricing,2023-04-01,10,10,10,10,10,10,0,0,Very friendly and knew what she was doing,0.8999999761581421,0.8999999761581421,[],[],0
control,,355117085,10,,,2023-04-01,8,8,8,8,8,8,0,0,,,,[],[],0
control,,355841581,9,"Good service¬""s",General,2023-04-01,9,9,9,9,10,9,0,0,Good service's,0.800000011920929,0.800000011920929,[],[],0
control,,355801754,9,,Customer Service,2023-04-01,10,,10,10,10,10,0,0,,,,[],[],0
control,yes,355795167,10,Am happy with everythin,,2023-04-01,,10,10,10,10,10,1,0,Am happy with everythin,0.8999999761581421,0.8999999761581421,[],[],0
control,yes,355828120,0,"The agent who set up my account ,said she would give us £150 and free Netflix , she never did , I was on the telephone for 6 hours to 12 different agents to try to resolve the new account and to receive what the agent said she would give us for signing up to a new contract. It is beyond comprehension how some of your staff can be fundamentally dishonest. After the 6 hours and speaking to 12 different people who to be honest had not a clue what I was talking about , I finally got through to a agent called Cory who eventually tried to sort the total mess out . Very very disappointed,I was with sky for 12 years and had no problems ,but I wanted to leave because of cost . Then the same day someone appeared at my door and said where would you like us to put the cable ,I was unaware anyone was coming to put in a cable .Communication between your agents and customers is total unacceptable .","Customer Service,Automated Phone System,Brand,Contract,TV,TV/Video,UK Legacy",2023-04-01,0,1,0,1,2,1,1,0,"The agent who set up my account ,said she would give us £150 and free Netflix , she never did , I was on the telephone for 6 hours to 12 different agents to try to resolve the new account and to receive what the agent said she would give us for signing up to a new contract. It is beyond comprehension how some of your staff can be fundamentally dishonest. After the 6 hours and speaking to 12 different people who to be honest had not a clue what I was talking about , I finally got through to a agent called Cory who eventually tried to sort the total mess out . Very very disappointed,I was with sky for 12 years and had no problems ,but I wanted to leave because of cost . Then the same day someone appeared at my door and said where would you like us to put the cable ,I was unaware anyone was coming to put in a cable .Communication between your agents and customers is total unacceptable .",-0.699999988079071,3.799999952316284,['2_contract_emails_centers_operators'],['Contract Issues and Call Center Problems'],1
control,yes,355915529,10,,,2023-04-01,10,10,10,10,10,10,1,0,,,,[],[],0
control,yes,355948905,8,I've only just ordered my package from company and it won't be up and running until the 22nd April. I need to see how good it is before I can give top marks.,"Brand,General,Pricing",2023-04-01,10,5,10,10,10,8,1,0,I've only just ordered my package from company and it won't be up and running until the 22nd April. I need to see how good it is before I can give top marks.,0.0,1.0,['12_sky_wifi_18_3x'],['Competitor Comparisons (Sky)'],1
control,yes,355209829,9,Everyone was extremely helpful,,2023-04-01,10,8,9,10,10,10,1,0,Everyone was extremely helpful,0.8999999761581421,0.8999999761581421,['0_helpful_friendly_staff_explained'],['Staff Helpfulness and Communication'],1
control,,355174348,10,,,2023-04-01,9,10,10,9,9,10,0,0,,,,[],[],0
control,yes,355211280,8,,"General,Pricing,UK Legacy",2023-04-01,8,10,6,8,10,8,1,0,,,,[],[],0
control,yes,355479956,8,,,2023-04-01,9,8,8,8,8,9,1,0,,,,[],[],0
control,,356119378,10,First contact is so important when you are signing up for a new service. My signing up was felt with in a very friendly and professional way .,Customer Service,2023-04-01,10,10,10,10,10,10,0,0,First contact is so important when you are signing up for a new service. My signing up was felt with in a very friendly and professional way .,0.6000000238418579,1.2999999523162842,['5_phone_50_internet_number'],['Phone Support and Account Management'],1
control,,355550884,8,The broadband package is tempting and the customer service was excellent.,"Customer Service,General,UK Legacy",2023-04-01,8,5,9,8,7,6,0,0,The broadband package is tempting and the customer service was excellent.,0.800000011920929,0.800000011920929,['8_broadband_company_april_media'],['Broadband Service and Connectivity'],1
control,yes,355088840,10,This is due to the outstanding customer service shown by a company rep called Clara who delivered a customer satisfaction master class. I will be sending an email of praise in the coming days about her.,"Alert,Customer Service,Equipment,General,Installation,Internet Service,UK Legacy",2023-04-01,10,10,8,10,10,10,1,0,This is due to the outstanding customer service shown by a company rep called Clara who delivered a customer satisfaction master class. I will be sending an email of praise in the coming days about her.,0.800000011920929,1.600000023841858,['1_customer_service_good_excellent'],['Overall Customer Service Quality'],1
control,yes,355467823,8,good response,,2023-04-01,8,,8,8,8,8,1,0,good response,0.800000011920929,0.800000011920929,[],[],0
control,,356199494,10,Very good,,2023-04-01,10,10,10,10,10,10,0,0,Very good,0.8999999761581421,0.8999999761581421,[],[],0
control,,355533599,8,,,2023-04-01,10,10,10,10,10,10,0,0,,,,[],[],0
control,,355560737,0,,,2023-04-01,0,0,0,0,0,0,0,0,,,,[],[],0
control,,355550007,9,,,2023-04-01,10,10,10,10,10,10,0,0,,,,[],[],0
control,,355661212,10,,,2023-04-01,8,8,8,8,8,7,0,0,,,,[],[],0
control,,356164280,8,The person who talked me through what was going to happen was very patient and talked me through all that wÃ¡s happening.,Customer Service,2023-04-01,10,,10,10,10,7,0,0,The person who talked me through what was going to happen was very patient and talked me through all that was happening.,0.8999999761581421,0.8999999761581421,"['0_helpful_friendly_staff_explained', '11_agent_helpful_start_polite', '13_needed_friendly_contract_competence']","['Staff Helpfulness and Communication', 'Sales Agent Performance and Process', 'Professional Service Standards']",3
control,,356165962,6,Strange company,,2023-04-01,7,5,8,8,8,6,0,0,Strange company,-0.6000000238418579,0.6000000238418579,[],[],0
control,yes,355693270,10,Very hardworking and punctual quits who carried out the work,,2023-04-01,10,10,10,10,10,10,1,0,Very hardworking and punctual quits who carried out the work,0.8999999761581421,0.8999999761581421,"['0_helpful_friendly_staff_explained', '13_needed_friendly_contract_competence']","['Staff Helpfulness and Communication', 'Professional Service Standards']",2
control,,356184528,10,"Helpful, pleasant, polite, made sure I understood the contract","Customer Service,General,UK Legacy",2023-04-01,10,10,10,10,10,10,0,0,"Helpful, pleasant, polite, made sure I understood the contract",0.8999999761581421,0.8999999761581421,['13_needed_friendly_contract_competence'],['Professional Service Standards'],1
control,,355651978,10,Very polite and professional people who sorted my package out for me,"General,Customer Service",2023-04-01,10,10,10,10,10,10,0,0,Very polite and professional people who sorted my package out for me,0.8999999761581421,0.8999999761581421,['13_needed_friendly_contract_competence'],['Professional Service Standards'],1
control,yes,356198235,0,I've not agreed to any of this yet I'm bombarded with emails that you cannot reply to and setting up direct debits without my knowledge,"Billing,Sales",2023-04-01,0,0,0,0,0,0,1,0,I've not agreed to any of this yet I'm bombarded with emails that you cannot reply to and setting up direct debits without my knowledge,-0.800000011920929,0.800000011920929,['2_contract_emails_centers_operators'],['Contract Issues and Call Center Problems'],1
control,,356165696,0,My experience trying to cancel my contract in the 14day cool off was awful. The overseas call centre was very rude & unhelpful,"Contract,Contract CancellationCustomer Service,Customer Service,General,General Services,UK Legacy",2023-04-01,7,,,,,,0,0,My experience trying to cancel my contract in the 14day cool off was awful. The overseas call centre was very rude & unhelpful,-0.800000011920929,1.600000023841858,['2_contract_emails_centers_operators'],['Contract Issues and Call Center Problems'],1
control,,355797878,10,The engineer that attended my house was very friendly with great sense of humour,"Customer Service,Technician",2023-04-01,10,10,10,10,10,8,0,0,The engineer that attended my house was very friendly with great sense of humour,0.8999999761581421,0.8999999761581421,['7_engineer_technician_mat_incredibly'],['Field Engineer Performance'],1
control,,356251212,9,"All good, but I never give 10 for anything.",,2023-04-01,9,5,9,9,9,8,0,0,"All good, but I never give 10 for anything.",0.0,0.0,['8_broadband_company_april_media'],['Broadband Service and Connectivity'],1
control,yes,356336823,0,"I want to cancel but you don¬""t allow me to.",,2023-04-01,0,0,0,0,0,0,1,0,I want to cancel but you don't allow me to.,-0.800000011920929,0.800000011920929,[],[],0
control,,355896319,0,"Because you keep sending me emails even after I delete them because I don¬""t want to answer",,2023-04-01,0,0,0,0,0,0,0,0,Because you keep sending me emails even after I delete them because I don't want to answer,-0.699999988079071,0.699999988079071,"['5_phone_50_internet_number', '11_agent_helpful_start_polite']","['Phone Support and Account Management', 'Sales Agent Performance and Process']",2
control,yes,356374621,8,A good range of products at affordable prices,"General,Mobile,Mobile Service,Pricing,UK Legacy",2023-04-01,4,9,10,8,9,5,1,0,A good range of products at affordable prices,0.8999999761581421,0.8999999761581421,['9_price_reasonable_good_prices'],['Pricing and Value Proposition'],1
control,,355795350,10,"Lady was so nice on the phone as I don¬""t know much about Internet",,2023-04-01,10,10,10,10,10,10,0,0,Lady was so nice on the phone as I don't know much about Internet,0.8999999761581421,0.8999999761581421,['5_phone_50_internet_number'],['Phone Support and Account Management'],1
control,yes,355832015,7,Rep talked far to quickly for us to take everything in so we had to keep stopping him but we got there in the end.,,2023-04-01,7,,3,10,10,8,1,0,Rep talked far to quickly for us to take everything in so we had to keep stopping him but we got there in the end.,-0.20000000298023224,0.20000000298023224,['0_helpful_friendly_staff_explained'],['Staff Helpfulness and Communication'],1
control,yes,355838576,10,Good communication and easy for me to solve my net problem. Very helpful attitude.,Deepdive,2023-04-01,10,9,9,10,9,9,1,0,Good communication and easy for me to solve my net problem. Very helpful attitude.,0.8999999761581421,1.7999999523162842,['0_helpful_friendly_staff_explained'],['Staff Helpfulness and Communication'],1
control,,355835577,10,The CS agent and engineer were superb. Installation was super quick. Great service.,"Customer Service,General,UK Legacy",2023-04-01,8,10,10,8,8,10,0,0,The CS agent and engineer were superb. Installation was super quick. Great service.,0.800000011920929,2.5999999046325684,['7_engineer_technician_mat_incredibly'],['Field Engineer Performance'],1
control,,355873171,10,installation man was very good,"Customer Service,Installation,Technician",2023-04-01,10,10,10,10,10,10,0,0,installation man was very good,0.8999999761581421,0.8999999761581421,"['3_installation_contact_experience_setup', '7_engineer_technician_mat_incredibly', '10_media_company_recommend_friends']","['Installation Process and Setup Experience', 'Field Engineer Performance', 'Installation Quality and Recommendations']",3
control,,356343057,9,Customer service was great and the engineer Lucas was brilliant credit to the companyðxÜðx_x0018_ðx¾,"Customer Service,Technician",2023-04-01,9,10,10,9,10,5,0,0,Customer service was great and the engineer Lucas was brilliant credit to the companyðxÜðx_x0018_ðx¾,0.8999999761581421,0.8999999761581421,['1_customer_service_good_excellent'],['Overall Customer Service Quality'],1
control,yes,356051966,9,Very helpful customer service - Rosie was a total star - and easy-to-install setup,"Customer Service,General,UK Legacy",2023-04-01,10,9,10,10,10,10,1,0,Very helpful customer service - Rosie was a total star - and easy-to-install setup,0.8999999761581421,0.8999999761581421,"['3_installation_contact_experience_setup', '10_media_company_recommend_friends']","['Installation Process and Setup Experience', 'Installation Quality and Recommendations']",2
control,yes,356454891,10,"I called to join as a new customer while moving to a new property which I was in the process if buying. I spoke to Marco ] who was extremely useful. He assisted first with selecting a package, followed then by contacting my seller to prompt to let company know about switching off their service at that property. I called back when confirmed with the seller exchange dates a week or so later using Mark's number provided. Mark remembered my conversation from a week ago, despite speaking to many people in the time between. Once again Mark provided absolute pristine customer service, and without Mark's assistance on the first call you never know whether I would have continued with company or looked for other options. Thank you!","Customer Service,General,General Services,UK Legacy",2023-04-01,10,10,10,10,10,10,1,0,"I called to join as a new customer while moving to a new property which I was in the process if buying. I spoke to Marco ] who was extremely useful. He assisted first with selecting a package, followed then by contacting my seller to prompt to let company know about switching off their service at that property. I called back when confirmed with the seller exchange dates a week or so later using Mark's number provided. Mark remembered my conversation from a week ago, despite speaking to many people in the time between. Once again Mark provided absolute pristine customer service, and without Mark's assistance on the first call you never know whether I would have continued with company or looked for other options. Thank you!",0.4000000059604645,5.0,['5_phone_50_internet_number'],['Phone Support and Account Management'],1
control,,356751702,10,Very polite and friendly,Customer Service,2023-04-01,10,10,10,10,10,10,0,0,Very polite and friendly,0.8999999761581421,0.8999999761581421,[],[],0
control,,356130501,0,"Poor customer service!!!!!!! I¬""ve been told twice I¬""d get a call back but nothing has happened. Your website says all sky channels in HD?? Sky sports is not¬¦very misleading for customers.","Brand,Customer Service,General,TV,TV/Video,UK Legacy",2023-04-01,3,8,5,4,4,3,0,0,Poor customer service!!!!!!! I've been told twice I'd get a call back but nothing has happened. Your website says all sky channels in HD?? Sky sports is not¬¦very misleading for customers.,-0.699999988079071,2.9000000953674316,['12_sky_wifi_18_3x'],['Competitor Comparisons (Sky)'],1
control,yes,356172894,10,good lady on the phone today .,,2023-04-01,10,10,10,10,10,5,1,0,good lady on the phone today .,0.800000011920929,0.800000011920929,['5_phone_50_internet_number'],['Phone Support and Account Management'],1
control,yes,356199868,10,,,2023-04-01,10,10,10,10,10,10,1,0,,,,[],[],0
control,,356797007,9,I had a very competent representative guide me through joining companyia media.,"Customer Service,General,UK Legacy",2023-04-01,10,8,8,10,10,9,0,0,I had a very competent representative guide me through joining companyia media.,0.800000011920929,0.800000011920929,['10_media_company_recommend_friends'],['Installation Quality and Recommendations'],1
control,yes,356185923,2,Although the initial inquiry was very smooth problems have arisen and are ongoing,,2023-04-01,8,0,4,8,8,3,1,0,Although the initial inquiry was very smooth problems have arisen and are ongoing,0.0,0.0,[],[],0
control,,356205639,10,,,2023-04-01,7,0,5,8,7,8,0,0,,,,[],[],0
control,,356282530,10,Excellent service and politeness,General,2023-04-01,10,10,10,10,10,10,0,0,Excellent service and politeness,0.8999999761581421,0.8999999761581421,"['0_helpful_friendly_staff_explained', '6_quick_efficient_service_coverage', '13_needed_friendly_contract_competence']","['Staff Helpfulness and Communication', 'Service Speed and Network Coverage', 'Professional Service Standards']",3
control,yes,356357369,10,The guy that came to install company media at my home was very pleasant and helpful I would recommend company media to my friends and family,"Alert,General,Internet Service,UK Legacy",2023-04-01,10,10,10,10,10,10,1,0,The guy that came to install company media at my home was very pleasant and helpful I would recommend company media to my friends and family,0.8999999761581421,0.8999999761581421,['10_media_company_recommend_friends'],['Installation Quality and Recommendations'],1
control,,356874381,10,Good friendly service quick and easy,General,2023-04-01,10,10,10,10,10,10,0,0,Good friendly service quick and easy,0.8999999761581421,0.8999999761581421,['6_quick_efficient_service_coverage'],['Service Speed and Network Coverage'],1
control,yes,356951019,10,Good value reasonable prices,"General,Pricing,UK Legacy",2023-04-01,10,10,10,10,10,10,1,0,Good value reasonable prices,0.8999999761581421,0.8999999761581421,['9_price_reasonable_good_prices'],['Pricing and Value Proposition'],1
control,,356897113,9,Excellent service offed by the front desk,"Deepdive,Internet,Internet Service,UK Legacy,General",2023-04-01,10,10,10,9,10,9,0,0,Excellent service offed by the front desk,0.8999999761581421,0.8999999761581421,"['1_customer_service_good_excellent', '9_price_reasonable_good_prices']","['Overall Customer Service Quality', 'Pricing and Value Proposition']",2
control,,356980518,10,Very helpful and positive response when I rang to set up broadband - thank you.,,2023-04-01,10,8,9,10,10,8,0,0,Very helpful and positive response when I rang to set up broadband - thank you.,0.8999999761581421,0.8999999761581421,['8_broadband_company_april_media'],['Broadband Service and Connectivity'],1
control,,356373892,10,Very friendly and knowledgeable,,2023-04-01,10,10,10,10,10,10,0,0,Very friendly and knowledgeable,0.8999999761581421,0.8999999761581421,['0_helpful_friendly_staff_explained'],['Staff Helpfulness and Communication'],1
control,,356333330,1,To much pressure to Join so I cancelled,,2023-04-01,0,,,0,0,0,0,0,To much pressure to Join so I cancelled,-0.800000011920929,0.800000011920929,['2_contract_emails_centers_operators'],['Contract Issues and Call Center Problems'],1
control,,357029874,10,Jake the representative for company was simply above and beyond helpful and done everything for me with ease,"Customer Service,General,UK Legacy",2023-04-01,10,10,10,10,10,10,0,0,Jake the representative for company was simply above and beyond helpful and done everything for me with ease,0.8999999761581421,0.8999999761581421,"['0_helpful_friendly_staff_explained', '13_needed_friendly_contract_competence']","['Staff Helpfulness and Communication', 'Professional Service Standards']",2
control,,357082450,8,Good customer service,"Customer Service,General,UK Legacy",2023-04-01,8,8,8,8,8,8,0,0,Good customer service,0.800000011920929,0.800000011920929,['1_customer_service_good_excellent'],['Overall Customer Service Quality'],1
control,yes,356753144,10,"You keep sending me messages for a completely different person, you tell me my equipment has been delivered, NO it hasn¬""t, the emails have the totally wrong price on them so am NOT impressed at all, so where we go from here I don¬""t know",,2023-04-01,10,10,10,10,10,10,1,0,"You keep sending me messages for a completely different person, you tell me my equipment has been delivered, NO it hasn't, the emails have the totally wrong price on them so am NOT impressed at all, so where we go from here I don't know",-0.800000011920929,0.800000011920929,[],[],0
control,yes,356723398,10,Very efficient and Friendly Service,General,2023-04-01,10,10,10,10,10,10,1,0,Very efficient and Friendly Service,0.8999999761581421,0.8999999761581421,['6_quick_efficient_service_coverage'],['Service Speed and Network Coverage'],1
control,,357412566,10,Very fast and very good,,2023-04-01,10,10,10,10,10,10,0,0,Very fast and very good,0.8999999761581421,0.8999999761581421,[],[],0
control,,357405561,2,Cut my Internet off . Asked for router to be sent after 5.00 tracker shows between 10 and 12,"Equipment,Internet,Internet Service,UK Legacy",2023-04-01,7,5,5,6,5,3,0,0,Cut my Internet off . Asked for router to be sent after 5.00 tracker shows between 10 and 12,-0.4000000059604645,0.8999999761581421,['4_days_home_told_day'],['Service Delivery and Scheduling Issues'],1
control,yes,356270219,9,I've been happy with the service from employees both on the telephone and the engineer who installed the equipment and it seems I'm getting more for my money.,"General,Pricing,UK Legacy,Technician",2023-04-01,10,10,10,10,10,10,1,0,I've been happy with the service from employees both on the telephone and the engineer who installed the equipment and it seems I'm getting more for my money.,0.8999999761581421,0.8999999761581421,['7_engineer_technician_mat_incredibly'],['Field Engineer Performance'],1
control,,356757618,10,"He is very helpful, friendly, intelligent, skilful and nice gentleman","General,Internet,Internet Service,Reliability GeneralUK Legacy,Customer Service,UK Legacy",2023-04-01,10,10,10,10,10,10,0,0,"He is very helpful, friendly, intelligent, skilful and nice gentleman",0.8999999761581421,0.8999999761581421,"['0_helpful_friendly_staff_explained', '13_needed_friendly_contract_competence']","['Staff Helpfulness and Communication', 'Professional Service Standards']",2
control,,357540021,5,Na,,2023-04-01,10,1,5,10,10,5,0,0,,,,[],[],0
control,yes,356824713,10,Very help full got a great deal can't wait to install the broadband,"Customer Service,General,UK Legacy",2023-04-01,10,,10,10,10,10,1,0,Very help full got a great deal can't wait to install the broadband,0.8999999761581421,0.8999999761581421,['8_broadband_company_april_media'],['Broadband Service and Connectivity'],1
control,,356951636,0,"You keep sending me messages for a completely different person, you tell me my equipment has been delivered, NO it hasn¬""t, the emails have the totally wrong price on them so am NOT impressed at all, so where we go from here I don¬""t know","General,Pricing",2023-04-01,5,0,0,5,5,5,0,0,"You keep sending me messages for a completely different person, you tell me my equipment has been delivered, NO it hasn't, the emails have the totally wrong price on them so am NOT impressed at all, so where we go from here I don't know",-0.800000011920929,0.800000011920929,['2_contract_emails_centers_operators'],['Contract Issues and Call Center Problems'],1
control,yes,357597705,10,"Excellent advice in your contact centre, Very prompt contact from your installation agents (the day after our order was placed).",,2023-04-01,10,10,7,10,10,7,1,0,"Excellent advice in your contact centre, Very prompt contact from your installation agents (the day after our order was placed).",0.800000011920929,0.800000011920929,['3_installation_contact_experience_setup'],['Installation Process and Setup Experience'],1
control,yes,357562711,10,"Niccy, who answered this number Was absolutely brilliant, helped in every single way she possibly could and resolved the issues I was facing with regards to installation. Please can you make sure that she is aptly rewarded for her service as it was impeccable!",,2023-04-01,10,10,8,10,10,10,1,0,"Niccy, who answered this number Was absolutely brilliant, helped in every single way she possibly could and resolved the issues I was facing with regards to installation. Please can you make sure that she is aptly rewarded for her service as it was impeccable!",0.800000011920929,1.7000000476837158,['3_installation_contact_experience_setup'],['Installation Process and Setup Experience'],1
control,,357708277,10,,,2023-04-01,10,10,10,10,10,10,0,0,,,,[],[],0
control,,357033467,10,"Excellent service from the get go, the gent I spoke to on the phone, and the guy who did the installation were superb. I can¬""t remember their name though.",,2023-04-01,10,10,10,10,10,10,0,0,"Excellent service from the get go, the gent I spoke to on the phone, and the guy who did the installation were superb. I can't remember their name though.",0.30000001192092896,1.2000000476837158,['3_installation_contact_experience_setup'],['Installation Process and Setup Experience'],1
control,yes,356960259,3,"Ever since signing up its been nothing but a pain trying to sort out the sim card. company didnt seem to understand how i get seamlessly from my existing 02 sim card to the new one i signed up for, having to make up new email adresses and things. Got sent 2 sim cards which was wrong, then it was an ordeal trying to get company to understand the sutuation and they didnt know how to sort it out, i was to be charged for 2 and thats it. The person i spoke to even had the audacity to try and sell me a big multi sim card deal!! I only want one, the one i signed up for, not the 2 i was sent or any more on top of it. Eventually spoke to 02 and they were sound",,2023-04-01,8,8,8,8,8,8,1,0,"Ever since signing up its been nothing but a pain trying to sort out the sim card. company didnt seem to understand how i get seamlessly from my existing 02 sim card to the new one i signed up for, having to make up new email adresses and things. Got sent 2 sim cards which was wrong, then it was an ordeal trying to get company to understand the sutuation and they didnt know how to sort it out, i was to be charged for 2 and thats it. The person i spoke to even had the audacity to try and sell me a big multi sim card deal!! I only want one, the one i signed up for, not the 2 i was sent or any more on top of it. Eventually spoke to 02 and they were sound",-0.6000000238418579,4.099999904632568,['4_days_home_told_day'],['Service Delivery and Scheduling Issues'],1
control,,357093509,9,,,2023-04-01,9,9,5,9,8,10,0,0,,,,[],[],0
control,,357710924,0,"Ordered Thursday 20th April and was sent a confirmation for delivery Monday 24th. Delivery was late so I called up on Friday 28th, and was informed that my order had not gone through. Had to order again over the phone, with another credit check, and soonest delivery Tuesday 2nd May.",Delivery and Installation,2023-04-01,7,0,10,8,8,10,0,0,"Ordered Thursday 20th April and was sent a confirmation for delivery Monday 24th. Delivery was late so I called up on Friday 28th, and was informed that my order had not gone through. Had to order again over the phone, with another credit check, and soonest delivery Tuesday 2nd May.",-0.5,1.600000023841858,"['4_days_home_told_day', '8_broadband_company_april_media']","['Service Delivery and Scheduling Issues', 'Broadband Service and Connectivity']",2
control,,357750035,9,,,2023-05-01,10,10,10,10,10,9,0,0,,,,[],[],0
control,,357391798,10,,,2023-05-01,10,10,10,10,10,10,0,0,,,,[],[],0
control,,357667220,10,Very adaptable and patient/ helpful,,2023-05-01,10,10,9,10,10,9,0,0,Very adaptable and patient/ helpful,0.8999999761581421,0.8999999761581421,['0_helpful_friendly_staff_explained'],['Staff Helpfulness and Communication'],1
control,,357413787,7,"The agent was very polite and helpful, but I am wondering why he hasn't sent me the contract papers with the details as he promised. I also like to remind him of one month free plus six months £15.00","Customer Service,Pricing,Reliability GeneralCustomer Service,General,UK Legacy",2023-05-01,9,10,10,9,9,8,0,0,"The agent was very polite and helpful, but I am wondering why he hasn't sent me the contract papers with the details as he promised. I also like to remind him of one month free plus six months £15.00",0.10000000149011612,0.8999999761581421,['11_agent_helpful_start_polite'],['Sales Agent Performance and Process'],1
control,yes,358075875,10,Helpful,,2023-05-01,10,,,10,10,10,1,0,Helpful,0.8999999761581421,0.8999999761581421,[],[],0
control,yes,358156447,6,"I am impressed by the tv and broadband deal. But I was promised 10g of data with 02 and I only have 5. I was also told that there would be no hard searches on my credit record and that wasn¬""t true either.","General,TV/Video,TV/Video Service",2023-05-01,3,5,7,3,8,7,1,0,I am impressed by the tv and broadband deal. But I was promised 10g of data with 02 and I only have 5. I was also told that there would be no hard searches on my credit record and that wasn't true either.,-0.10000000149011612,2.299999952316284,['8_broadband_company_april_media'],['Broadband Service and Connectivity'],1
control,yes,358077107,9,"Good price it¬""s the only reason I guess after the 18 months when you want to charge me more is when I shall go back to sky It¬""s mad but has to be done","General,Pricing,UK Legacy,Brand",2023-05-01,10,9,10,10,10,10,1,0,Good price it's the only reason I guess after the 18 months when you want to charge me more is when I shall go back to sky It's mad but has to be done,-0.30000001192092896,0.30000001192092896,['12_sky_wifi_18_3x'],['Competitor Comparisons (Sky)'],1
control,,357513038,10,Really really helpful,,2023-05-01,10,10,10,10,10,10,0,0,Really really helpful,0.8999999761581421,0.8999999761581421,['0_helpful_friendly_staff_explained'],['Staff Helpfulness and Communication'],1
control,,358259156,10,Customer service was excellent,"Alert,General,Internet Service,UK Legacy,Customer Service",2023-05-01,10,10,10,10,10,10,0,0,Customer service was excellent,0.8999999761581421,0.8999999761581421,['1_customer_service_good_excellent'],['Overall Customer Service Quality'],1
control,,358163081,9,All requirements were met with courtesy and helpfulness and promptness. I was informed of all I needed to know.,,2023-05-01,9,,9,9,9,9,0,0,All requirements were met with courtesy and helpfulness and promptness. I was informed of all I needed to know.,0.5,1.100000023841858,['13_needed_friendly_contract_competence'],['Professional Service Standards'],1
control,yes,357635884,10,,,2023-05-01,10,10,10,10,10,10,1,0,,,,[],[],0
control,,357640188,10,Agent was very helpful in setting me up with the new broadband a true gent,"Customer Service,General,UK Legacy",2023-05-01,10,10,10,10,10,10,0,0,Agent was very helpful in setting me up with the new broadband a true gent,0.8999999761581421,0.8999999761581421,['8_broadband_company_april_media'],['Broadband Service and Connectivity'],1
control,,358269933,10,Very friendly staff and accommodating,Customer Service,2023-05-01,9,10,5,9,9,9,0,0,Very friendly staff and accommodating,0.8999999761581421,0.8999999761581421,['0_helpful_friendly_staff_explained'],['Staff Helpfulness and Communication'],1
control,yes,358289422,10,Very pleased with detailed information and quick and efficient service.,General,2023-05-01,10,9,10,10,10,10,1,0,Very pleased with detailed information and quick and efficient service.,0.800000011920929,0.800000011920929,['6_quick_efficient_service_coverage'],['Service Speed and Network Coverage'],1
control,yes,358262826,10,Price better than sky Better broadband speed Easy transition Agent was a great sales assistant . Instalation date quick. Happy with service. Looking forward to my company package.,"Brand,General,Internet,Internet Service,Pricing,UK Legacy",2023-05-01,10,10,10,10,10,10,1,0,Price better than sky Better broadband speed Easy transition Agent was a great sales assistant . Instalation date quick. Happy with service. Looking forward to my company package.,0.800000011920929,3.4000000953674316,['12_sky_wifi_18_3x'],['Competitor Comparisons (Sky)'],1
control,,357692812,0,Awful !!,,2023-05-01,9,0,0,9,9,5,0,0,Awful !!,-0.800000011920929,0.800000011920929,[],[],0
control,,357710702,5,,,2023-05-01,5,6,6,5,7,4,0,0,,,,[],[],0
control,,358305986,10,The gentleman jack kindly got me a good priced package and explained everything well.,"General,Pricing,UK Legacy",2023-05-01,,10,10,,,,0,0,The gentleman jack kindly got me a good priced package and explained everything well.,0.8999999761581421,0.8999999761581421,['13_needed_friendly_contract_competence'],['Professional Service Standards'],1
control,yes,357694861,8,,,2023-05-01,7,9,9,9,9,8,1,0,,,,[],[],0
control,,357759944,7,"Is a good service but trying to get to talk to a human person is really hhard , the people you use do not use very good english therefore were not easy to communicate with","Automated Phone System,Customer Service,General",2023-05-01,8,4,8,7,9,7,0,0,"Is a good service but trying to get to talk to a human person is really hhard , the people you use do not use very good english therefore were not easy to communicate with",-0.4000000059604645,0.4000000059604645,['13_needed_friendly_contract_competence'],['Professional Service Standards'],1
control,yes,357709156,7,"Package looks competitive but I opted to support company representative and missed out on voucher offer of £160 - which isn¬""t good. Also my referrer is struggling to access account as their password reset isn¬""t working.","Customer Service,General,Pricing,UK Legacy",2023-05-01,9,7,8,8,9,9,1,0,Package looks competitive but I opted to support company representative and missed out on voucher offer of £160 - which isn't good. Also my referrer is struggling to access account as their password reset isn't working.,-0.699999988079071,1.5,[],[],0
